"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"
"WP-45"	-0.111130954877285	-0.00699927715417993	-0.00159235045431004	-0.0209357590190017	0.00624550204824373	-0.0299753019730795	-0.0588268234207501	0.0158936237546358	0.0153292235934656	0.0650253202105793	0.0518503097063394	0.00506814092524401	0.0620364159660531	0.0375205842770122	0.0271675635980279	-0.0326284300685526	-0.0980654767264531	0.128119315304627	0.0617904046621288	-0.103073307874832
"WP-53"	-0.103835305652927	0.0291519020455733	0.0178374884688285	0.00709277790782547	-0.0176789201422575	-0.0114921136897394	-0.0391362475319703	-0.0295135382279163	0.0413814836222928	-0.0220296468646009	-0.0124981947271267	0.0542785198937893	0.0723518205885852	0.0016922784698195	-0.0170666308826024	-0.0821981803732567	-0.0274948763062576	-0.0105660570213712	0.150501540572967	-0.0523738984665612
"WK16-13"	0.0804902672306523	-0.2493635979163	0.0200159512060062	0.120722929154614	0.0128058568297064	-0.0227401980811626	0.151341471150978	0.27357943361703	-0.04928449415375	0.243204423843644	-0.164121347443812	-0.212742525901614	-0.123804855808882	0.308639257938166	0.109529847059156	-0.0327484690050604	0.0752141184321354	-0.00589402602685168	0.0182349929710971	0.028867581290963
"WK16-30"	0.0910613107730871	-0.133442164439681	0.0575286777400239	-0.0125519375621431	-0.00127450556531027	0.000118911514524376	0.250967815815492	0.26735629021081	-0.091792548528365	0.209673274489058	-0.0107790551693247	0.0337693710912733	0.00258156805387325	0.0711210733520424	-0.114070469470188	-0.0287246167102684	-0.0496260936297642	0.0574563835175582	0.0814242034475699	-0.0153260978516179
"WK16-46"	0.103996695452732	-0.0448576008743748	-0.0194374404298056	0.156700669605219	-0.271615202718931	-0.172848063433408	-0.081851128186103	0.0757199596469093	-0.0521914242500279	-0.078455133228314	-0.186710408893311	-0.0370946189442206	0.00276044370093509	-0.0349473278786787	0.209813660500548	-0.0162098532499261	0.0259680441591656	0.070929237042865	-0.0154166051005239	0.0289694789889499
"WK16-62"	0.100930926372261	0.199677517138867	-0.257919947946292	-0.183377427537871	-0.0937245970416694	-0.0240558293658357	0.142248036323935	0.00034921348268387	-0.114992707528668	0.0512554323935131	-0.0126962944551419	-0.00468728478275765	0.134888320409813	0.0712660052090276	-0.0913460677672404	-0.018519226463744	-0.0171045146487598	-0.254658290193605	0.0862790189078309	0.0346819324655958
"WK16-77"	0.107221696962774	0.0668494625456795	-0.00266970751468323	0.102021598748632	0.0824934537064752	-0.339656448479609	-0.0679494464850859	0.0155468628426071	-0.039736872970214	0.151110499649178	-0.0987896006216607	-0.0671628450336071	-0.224102134230811	0.173719995162228	-0.131412193541127	-0.162962925902073	-0.0229326576337362	0.01797180871971	-0.0429176315275752	0.0107364883447744
"WK16-94"	0.107741862860279	0.101768230457888	-0.251871605432398	0.158472048997191	-0.0859096191900644	0.0261258241762491	0.124959298757559	-0.0331006969424985	-0.12656884250705	-0.0021504003548684	0.162706458849805	0.101580370444896	-0.044745466310726	-0.0496695021864566	-0.0340435627443997	0.0649423750540495	-0.0650677585183631	0.237080816583163	0.0870557015881688	-0.0926158814197687
"WP-05"	-0.103763777901694	0.00678274899197838	-0.0173349752104474	-0.0106938851044595	-0.0182625322426178	0.0720823238656945	0.0351329425723924	-0.0778292227265194	-0.0110333120787782	-0.00238034362273199	-0.0748391017706431	0.0735212598891961	-0.0146355033644583	0.02653814713482	0.0260491361563318	-0.0278762483580274	0.0311658461167776	0.0793234780681825	0.0552654451401801	0.0152825363670616
"WP-13"	-0.107715239596098	0.0128578415515992	-0.0270846089475998	0.0108966228315854	-0.0216595599125205	-0.0343782196512326	0.0334929531536162	0.0589863620575636	0.0159277584984046	-0.0246065446578228	-0.0338667130441526	-0.0286662628685561	-0.0373117742409682	0.0314560459840792	-0.0897580519911829	-0.0365732047815013	-0.106282473499416	0.134591759054365	0.0855299878804385	-0.0943634543331221
"WP-21"	-0.103706814541004	0.0272134024288712	0.00984670191812441	0.0259873812335718	0.0226518983261329	0.0268608104481121	-0.0295141302282162	0.0447597279414328	0.0133303901723603	0.0339820887079979	-0.0486708557309106	0.0308191081889048	0.0127633032871488	0.0579787013109185	-0.0129146097803164	0.0578914224436768	-0.0908634878604876	-0.0510773631376067	0.0738301350685851	-0.0191729756998999
"WP-38"	-0.0990969531791885	-0.00445757694879505	0.0121571678984003	0.0145411286356343	-0.00234641008822495	0.0158979219239244	0.020481134362134	0.0192193851847183	0.0205321186780065	0.0232095000072559	0.142300214775532	-0.149042771233892	-0.020500019427679	-0.0211993782038849	-0.0724320950804952	0.087618955346598	-0.0176255456125853	-0.0172738223679882	0.00559274759958545	0.00335070994460282
"WP-46"	-0.103928386243097	-0.0158323110771597	-0.0136214129161945	0.0268878215699455	0.0110007258822329	0.0403816875990666	0.108988614343547	-0.0547504227244055	0.0114131794076756	-0.016786481136691	-0.0646347531023637	-0.10170152233901	-0.0572834508761977	-0.088631408274311	-0.027903567646353	0.0232972021463063	-0.0563436712740695	0.0345976320085903	0.177921384787667	0.0187914430614947
"WP-54"	-0.115722294621253	0.0200205431728386	-0.00553000719277669	-0.0186643743427961	-0.0415129742742632	0.0427942536357011	0.0464482218749171	-0.0421925545009048	0.019675932246736	-0.0558174318798802	0.038615876755651	-0.042545675514452	0.0578563094585573	0.0556253068474392	0.0187565781433641	-0.0482752901119253	0.0880592249721191	0.0651646030272523	-0.0321127462341015	-0.018103160821128
"WK16-15"	0.0811211102739866	0.0448938470462374	-0.126817185178461	-0.0203821300594966	0.155334100615332	0.0542300723652488	0.0350080075741404	0.1292681799152	-0.252849058423833	-0.117453980352496	-0.118514731511111	-0.0633692633930879	0.0317103339729758	-0.161006496366425	0.0742470795813653	0.180270359477677	0.0833109133422601	0.0174127150032926	-0.0417212572866919	-0.152901535978622
"WK16-31"	0.0972382837942459	-0.0479920025375179	0.00780123314775236	0.0469404300822172	0.00686453850130484	0.00876031227041119	0.155232885093755	-0.204884274401268	0.0740364293754038	-0.245829819219703	-0.0430772570853503	-0.0657065325092631	0.104374170044603	0.27750562074875	-0.147237477405671	-0.257266270069875	0.0435049391874847	-0.171247536680351	0.0418337989693174	0.0609980733411348
"WK16-47"	0.084545471879464	0.158251964611635	0.0245601115200226	-0.032768253859037	0.243759599711399	0.00449055342806316	-0.185776469460021	0.0301890754854114	-0.0987550139600357	0.00852831620206538	-0.151294824346504	-0.159782045761512	-0.0911636623822114	-0.115454149773009	-0.00250170890118907	0.113465097555583	0.0356322680005782	-0.0802655551468926	0.00186604052511555	-0.0147914907689045
"WK16-63"	0.13282029268255	-0.308718629017915	-0.27754321746774	-0.225514554920917	-0.308868987403132	0.176742513156617	-0.182986907857185	-0.120273519727467	-0.144780027176746	0.00767180011990373	0.174393826415971	-0.00831476905552133	-0.169738421258186	-0.062948997122293	-0.0827818948737897	0.0866847732291833	-0.152377378182406	0.00958622714002451	0.0302653915030656	0.0444766180688834
"WK16-78"	0.121169352113557	0.282515158319626	0.0471028107522615	-0.0812230834770503	0.0610666583747437	-0.0342636626615891	-0.0116274224895642	-0.111122779670611	-0.0850627757479186	0.0117853841778851	0.180587021951853	-0.135528299256347	-0.0844542436601541	-0.0183165395737798	0.306365346120802	-0.0836403106136274	-0.172628004411373	-0.0774225830492003	-0.115690344383505	0.0151449740651525
"WK16-96"	0.0996320245899114	-0.0302494046769521	0.0828668733955486	0.0435113069538943	-0.0659046870967329	-0.103254136820172	0.069812223364323	0.148878897048863	0.13172820776892	-0.204756538814368	-0.108176488307847	0.106128651961	0.148478256955154	-0.0636507500977391	-0.0304047793507686	-0.00599877672606973	-0.112701290407663	0.0884139340714396	0.00145169322461648	-0.211872053925761
"WP-06"	-0.114946767420696	-0.00114882976949264	-0.00887858700896355	0.00971811053400713	-0.0231568386553228	-0.0314012175896299	0.00909606011138519	0.0236350948806019	0.0720592952938428	-0.0487765545301106	0.105054523485722	-0.204874932861211	0.0727444498335511	-0.0940209768617912	-0.148611363546021	-0.0346936613161941	0.0925532265608634	-0.00209539618185898	-0.043227456984223	0.0407257264415766
"WP-14"	-0.106886288993571	-0.030633982829623	0.00378847498920474	-0.00401529168353211	-0.00392860694338579	-0.0699687058840113	0.0536228513811457	0.0133266363852978	-0.00506429878478708	0.016575541646669	0.0876198529750853	-0.0318785598325254	0.0430438348099791	0.0143965440300254	0.000568021674561807	-0.0423935378034592	-0.0377507751067697	0.108757683480012	-0.0161459117483999	-0.0789042747071639
"WP-22"	-0.102012600242061	0.0146339165986221	0.0235671647262691	-0.0238360482075366	0.000975399794139193	-0.0126841946495481	-0.0798173482486545	-0.0123625886778995	6.91593671186178e-05	0.064295887801629	0.0706608307327804	0.0430164010712803	0.0416440095865675	0.0168591683070005	0.0308220630623577	0.0120408049931572	-0.0134733696843715	0.0177136593709187	0.0569895603482348	-0.105298565369896
"WP-39"	-0.105899840644387	-0.000754140948376906	-0.000681942032728078	-0.043577162562355	-0.028766396620116	-0.0660427019230291	-0.0712819040767685	0.00969126597013679	-0.00204940385977345	0.0337137592430636	0.024112764816441	-0.0150597575954511	0.0937924260718047	0.0631731392353929	-0.0386611340484849	-0.035706054700164	-0.0605008638277914	0.00331660256459501	0.148658600837421	-0.126475579024174
"WP-47"	-0.105597225273779	-0.0253296183717937	-0.00373706275370696	0.0188073465298974	0.0208423005311446	-0.01183079613103	0.00659771484193036	-0.00281334696141007	0.0421619885297187	-0.0449947473600574	0.0127265468543594	-0.169688752921208	-0.0115481116472332	-0.101489708417372	-0.0589377040606923	0.000541332905592761	0.0262178442292604	-0.088766201413046	-0.216844052746287	0.0463688587003724
"WK16-20"	0.0913498080414882	-0.101898837401819	0.0914324173560902	0.132899588186599	0.0492958264645102	0.164901370045697	-0.0370113998184354	-0.00224213822043254	-0.0392831301162071	-0.0147615270558457	-0.00179505261365596	0.10299193521423	0.0966540836865517	0.0864156899365158	-0.201734058920952	0.116802606073042	0.0983679153867591	-0.0831772107174569	-0.23756395249675	-0.0996178267569138
